EVM0001809	LOC-Os04g16970
EVM0014783	LOC-Os04g17100
EVM0035240	LOC-Os02g55920
EVM0016719	LOC-Os01g25600
EVM0013679	LOC-Os06g43120
EVM0003098	LOC-Os06g11800
EVM0004156	LOC-Os01g01510
EVM0023557	LOC-Os04g44800
EVM0022738	LOC-Os04g36062
EVM0005997	LOC-Os04g56670
EVM0011041	LOC-Os01g09320
EVM0034502	LOC-Os01g56450
EVM0023154	LOC-Os07g42180
EVM0025188	LOC-Os04g13090
EVM0029691	LOC-Os05g32180
EVM0005948	LOC-Os10g33630
EVM0015973	LOC-Os03g53270
EVM0023566	LOC-Os03g19340
EVM0010967	LOC-Os07g48810
EVM0022077	LOC-Os01g47040
EVM0035213	LOC-Os02g03950
EVM0031331	LOC-Os09g39790
EVM0034225	LOC-Os08g04540
EVM0027002	LOC-Os03g61980
EVM0020794	LOC-Os02g18410
EVM0017891	LOC-Os03g58720
EVM0005690	LOC-Os03g56070
EVM0002572	LOC-Os02g51330
EVM0013764	LOC-Os02g08350
EVM0023660	LOC-Os09g36460
EVM0019398	LOC-Os04g39610
EVM0003295	LOC-Os05g35580
EVM0037369	LOC-Os05g45770
EVM0001866	LOC-Os05g37900
EVM0025375	LOC-Os06g13810
EVM0002235	LOC-Os02g09720
EVM0029393	LOC-Os03g61010
EVM0022113	LOC-Os01g52750
EVM0034012	LOC-Os05g02010
EVM0013975	LOC-Os06g05530
EVM0007072	LOC-Os06g51500
EVM0013350	LOC-Os06g51540
EVM0029461	LOC-Os01g13100
EVM0000605	LOC-Os03g16870
EVM0028784	LOC-Os04g48530
EVM0005702	LOC-Os03g21840
EVM0007626	LOC-Os01g01307
EVM0029911	LOC-Os01g61630
EVM0028748	LOC-Os01g73450
EVM0026925	LOC-Os01g62440
EVM0008572	LOC-Os05g36190
EVM0036682	LOC-Os12g36194
EVM0017610	LOC-Os08g43130
EVM0029712	LOC-Os10g38080
EVM0024758	LOC-Os01g70250
EVM0028872	LOC-Os02g01190
EVM0019708	LOC-Os01g65450
EVM0026223	LOC-Os07g22220
EVM0000016	LOC-Os04g48370
EVM0024082	LOC-Os12g33954
EVM0024150	LOC-Os03g51000
EVM0020411	LOC-Os02g05880
EVM0029361	LOC-Os04g40740
EVM0016636	LOC-Os01g13530
EVM0016496	LOC-Os02g33610
EVM0002201	LOC-Os05g07030
EVM0027370	LOC-Os07g40770
EVM0025981	LOC-Os03g15410
EVM0002544	LOC-Os06g02550
EVM0023170	LOC-Os06g02520
EVM0022940	LOC-Os01g58024
EVM0016112	LOC-Os03g12030
EVM0016830	LOC-Os03g15350
EVM0012978	LOC-Os02g56530
EVM0028876	LOC-Os08g42440
EVM0002850	LOC-Os10g40324
EVM0016155	LOC-Os05g40220
EVM0022839	LOC-Os11g47320
EVM0022100	LOC-Os04g16838
EVM0010463	LOC-Os03g43930
EVM0034170	LOC-Os07g10660
EVM0000019	LOC-Os12g39660
EVM0014392	LOC-Os02g25840
EVM0005301	LOC-Os05g32430
EVM0022043	LOC-Os01g03510
EVM0035679	LOC-Os01g71860
EVM0029342	LOC-Os05g03430
EVM0020607	LOC-Os06g22550
EVM0011429	LOC-Os05g42424
EVM0013097	LOC-Os08g06050
EVM0014539	LOC-Os07g30300
EVM0031213	LOC-Os08g44330
EVM0031896	LOC-Os01g05420
EVM0008967	LOC-Os08g25734
EVM0028882	LOC-Os03g43990
EVM0028093	LOC-Os01g67500
EVM0010452	LOC-Os01g53710
EVM0006259	LOC-Os07g01110
EVM0000029	LOC-Os01g65090
EVM0029483	LOC-Os05g22370
EVM0002854	LOC-Os02g42520
EVM0031251	LOC-Os07g10400
EVM0009235	LOC-Os11g38930
EVM0018294	LOC-Os03g56420
EVM0002732	LOC-Os02g39820
EVM0022677	LOC-Os09g07830
EVM0032017	LOC-Os01g62380
EVM0006555	LOC-Os04g33840
EVM0028427	LOC-Os03g61210
EVM0027092	LOC-Os11g06670
EVM0031309	LOC-Os03g59180
EVM0034823	LOC-Os03g60750
EVM0014232	LOC-Os06g09630
EVM0005451	LOC-Os05g45590
EVM0034482	LOC-Os03g58780
EVM0001801	LOC-Os03g16220
EVM0031574	LOC-Os02g04480
EVM0033014	LOC-Os05g24880
EVM0018637	LOC-Os05g48410
EVM0013693	LOC-Os02g40680
EVM0031127	LOC-Os01g04190
EVM0032369	LOC-Os07g47420
EVM0013807	LOC-Os08g36980
EVM0020370	LOC-Os05g07640
EVM0024247	LOC-Os02g45344
EVM0020159	LOC-Os01g55870
EVM0033723	LOC-Os05g22670
EVM0004272	LOC-Os12g04030
EVM0028134	LOC-Os08g29100
EVM0006459	LOC-Os05g39770
EVM0026687	LOC-Os11g24540
EVM0017151	LOC-Os02g09920
EVM0007840	LOC-Os10g21398
EVM0037115	LOC-Os06g06360
EVM0033164	LOC-Os05g19500
EVM0007629	LOC-Os08g44350
EVM0001057	LOC-Os01g08410
EVM0037054	LOC-Os03g19610
EVM0021271	LOC-Os09g14510
EVM0020855	LOC-Os01g14540
EVM0036679	LOC-Os02g02980
EVM0033512	LOC-Os06g08300
EVM0006063	LOC-Os02g44520
EVM0020567	LOC-Os09g23820
EVM0034979	LOC-Os07g48360
EVM0010423	LOC-Os02g17280
EVM0008287	LOC-Os10g36860
EVM0027585	LOC-Os06g48200
EVM0024736	LOC-Os02g39990
EVM0023698	LOC-Os04g52870
EVM0003644	LOC-Os09g17610
EVM0035780	LOC-Os02g15740
EVM0020331	LOC-Os04g28020
EVM0004602	LOC-Os02g54990
EVM0030309	LOC-Os01g40670
EVM0014829	LOC-Os12g01190
EVM0011586	LOC-Os02g58500
EVM0024545	LOC-Os01g68630
EVM0001905	LOC-Os08g05560
EVM0020368	LOC-Os01g24090
EVM0031881	LOC-Os06g46372
EVM0030707	LOC-Os12g41500
EVM0032715	LOC-Os03g08640
EVM0002141	LOC-Os05g04490
EVM0009313	LOC-Os01g08160
EVM0013832	LOC-Os12g17080
EVM0036531	LOC-Os03g52460
EVM0028340	LOC-Os11g07040
EVM0024932	LOC-Os01g05670
EVM0034903	LOC-Os01g34350
EVM0037037	LOC-Os02g47200
EVM0028007	LOC-Os01g52110
EVM0006341	LOC-Os01g52690
EVM0034788	LOC-Os10g37730
EVM0014104	LOC-Os01g69220
EVM0022551	LOC-Os02g48560
EVM0007120	LOC-Os12g31830
EVM0030044	LOC-Os03g30250
EVM0027293	LOC-Os12g33946
EVM0000598	LOC-Os11g35400
EVM0009389	LOC-Os01g45960
EVM0024463	LOC-Os03g10350
EVM0035112	LOC-Os01g55740
EVM0010661	LOC-Os03g09230
EVM0023227	LOC-Os08g37480
EVM0005202	LOC-Os02g21040
EVM0014860	LOC-Os01g55310
EVM0028842	LOC-Os05g51530
EVM0010159	LOC-Os01g62630
EVM0000923	LOC-Os09g28750
EVM0008021	LOC-Os04g59570
EVM0004181	LOC-Os12g38100
EVM0024099	LOC-Os10g42710
EVM0009928	LOC-Os06g06780
EVM0023287	LOC-Os05g46230
EVM0014500	LOC-Os01g67560
EVM0016832	LOC-Os03g48920
EVM0034162	LOC-Os06g07630
EVM0002682	LOC-Os03g06340
EVM0003638	LOC-Os07g20544
EVM0008050	LOC-Os11g05390
EVM0017012	LOC-Os02g43790
EVM0015115	LOC-Os09g21520
EVM0029616	LOC-Os10g36470
EVM0029931	LOC-Os02g03330
EVM0027141	LOC-Os05g02750
EVM0015967	LOC-Os02g07450
EVM0036224	LOC-Os03g18550
EVM0002763	LOC-Os12g28270
EVM0024656	LOC-Os08g38990
EVM0028457	LOC-Os01g73900
EVM0028930	LOC-Os07g27870
EVM0003688	LOC-Os01g57440
EVM0002131	LOC-Os03g40260
EVM0016222	LOC-Os05g30420
EVM0004806	LOC-Os10g39890
EVM0028454	LOC-Os01g68000
EVM0021541	LOC-Os01g03840
EVM0011212	LOC-Os03g27320
EVM0027602	LOC-Os01g67220
EVM0003811	LOC-Os07g42632
EVM0003300	LOC-Os05g06440
EVM0020329	LOC-Os03g04260
EVM0023862	LOC-Os11g31570
EVM0020919	LOC-Os04g56646
EVM0019585	LOC-Os12g23200
EVM0033421	LOC-Os04g45580
EVM0029440	LOC-Os02g08310
EVM0025356	LOC-Os06g42030
EVM0019926	LOC-Os08g39070
EVM0013923	LOC-Os09g04730
EVM0009472	LOC-Os04g55970
EVM0032101	LOC-Os02g54780
EVM0022109	LOC-Os02g42550
EVM0012673	LOC-Os06g08390
EVM0016788	LOC-Os01g42480
EVM0022608	LOC-Os04g46620
EVM0013504	LOC-Os10g42760
EVM0030566	LOC-Os01g74470
EVM0018461	LOC-Os10g26680
EVM0014726	LOC-Os09g15820
EVM0001453	LOC-Os01g33230
EVM0030033	LOC-Os11g02590
EVM0020733	LOC-Os12g06810
EVM0016465	LOC-Os01g69070
EVM0024088	LOC-Os07g08840
EVM0005584	LOC-Os11g24060
EVM0003899	LOC-Os12g42210
EVM0029013	LOC-Os09g08660
EVM0020336	LOC-Os09g32650
EVM0035353	LOC-Os04g40950
EVM0009080	LOC-Os11g04940
EVM0006307	LOC-Os09g26400
EVM0027675	LOC-Os07g30940
EVM0006624	LOC-Os01g51800
EVM0015836	LOC-Os07g28820
EVM0013683	LOC-Os02g44120
EVM0035891	LOC-Os07g44350
EVM0008044	LOC-Os02g10510
EVM0013015	LOC-Os01g32080
EVM0013792	LOC-Os10g37840
EVM0026255	LOC-Os08g01054
EVM0021220	LOC-Os06g30420
EVM0030078	LOC-Os11g44910
EVM0008782	LOC-Os09g12790
EVM0003701	LOC-Os12g19260
EVM0032381	LOC-Os04g31690
EVM0000559	LOC-Os12g44330
EVM0023157	LOC-Os06g11380
EVM0029802	LOC-Os03g22200
EVM0027143	LOC-Os06g07160
EVM0011989	LOC-Os12g37720
EVM0031143	LOC-Os09g30140
EVM0035003	LOC-Os02g46560
EVM0021359	LOC-Os01g05830
EVM0024958	LOC-Os07g49030
EVM0002748	LOC-Os05g05320
EVM0005119	LOC-Os02g13130
EVM0036588	LOC-Os01g61410
EVM0033221	LOC-Os03g60740
EVM0029612	LOC-Os04g50864
EVM0031102	LOC-Os06g12690
EVM0004412	LOC-Os06g48600
EVM0002773	LOC-Os06g09310
EVM0022277	LOC-Os07g14270
EVM0022312	LOC-Os09g37720
EVM0023817	LOC-Os01g57946
EVM0022005	LOC-Os01g65400
EVM0032413	LOC-Os07g19190
EVM0019743	LOC-Os02g04330
EVM0013991	LOC-Os02g01150
EVM0035823	LOC-Os07g06660
EVM0020252	LOC-Os03g06950
EVM0000908	LOC-Os03g13830
EVM0008246	LOC-Os12g34340
EVM0026063	LOC-Os03g60920
EVM0007407	LOC-Os02g49960
EVM0021449	LOC-Os02g33010
EVM0033127	LOC-Os05g22260
EVM0024072	LOC-Os10g11810
EVM0014321	LOC-Os08g42590
EVM0031880	LOC-Os01g34190
EVM0002360	LOC-Os02g47840
EVM0020147	LOC-Os05g34270
EVM0027473	LOC-Os02g03430
EVM0013573	LOC-Os01g24980
EVM0034872	LOC-Os01g02090
EVM0007633	LOC-Os02g49360
EVM0004541	LOC-Os01g13420
EVM0005722	LOC-Os09g23650
EVM0024305	LOC-Os04g42990
EVM0035147	LOC-Os03g19500
EVM0033104	LOC-Os09g30412
EVM0007117	LOC-Os01g52570
EVM0015018	LOC-Os06g30910
EVM0010236	LOC-Os01g37825
EVM0026746	LOC-Os10g39770
EVM0014984	LOC-Os05g45210
EVM0007995	LOC-Os02g48100
EVM0019892	LOC-Os03g38020
EVM0000497	LOC-Os03g03540
EVM0008094	LOC-Os03g18080
EVM0001614	LOC-Os11g31980
EVM0023982	LOC-Os02g18090
EVM0008881	LOC-Os03g59170
EVM0015467	LOC-Os07g05580
EVM0006657	LOC-Os04g54200
EVM0013627	LOC-Os07g35870
EVM0017037	LOC-Os01g31770
EVM0037190	LOC-Os01g49380
EVM0013629	LOC-Os01g54784
EVM0007365	LOC-Os01g57942
EVM0013621	LOC-Os01g08560
EVM0034824	LOC-Os11g01420
EVM0012102	LOC-Os07g47300
EVM0001529	LOC-Os02g15760
EVM0024280	LOC-Os03g11050
EVM0028699	LOC-Os08g40630
EVM0036709	LOC-Os02g09590
EVM0000738	LOC-Os09g23640
EVM0036059	LOC-Os04g39220
EVM0014249	LOC-Os04g42770
EVM0034356	LOC-Os04g35250
EVM0003840	LOC-Os03g17910
EVM0030838	LOC-Os07g28090
EVM0004124	LOC-Os02g02560
EVM0020877	LOC-Os01g07780
EVM0018614	LOC-Os01g65580
EVM0020060	LOC-Os03g21810
EVM0027420	LOC-Os02g05040
EVM0021468	LOC-Os08g15270
EVM0026325	LOC-Os07g24090
EVM0028922	LOC-Os06g40550
EVM0000503	LOC-Os06g24540
EVM0020128	LOC-Os03g22180
EVM0004065	LOC-Os04g28250
EVM0023710	LOC-Os02g47020
EVM0007569	LOC-Os09g38570
EVM0030419	LOC-Os01g52260
EVM0034625	LOC-Os07g27480
EVM0021973	LOC-Os05g43230
EVM0013131	LOC-Os10g41940
EVM0017001	LOC-Os03g03720
EVM0034331	LOC-Os01g08710
EVM0001194	LOC-Os11g43610
EVM0019417	LOC-Os03g08820
EVM0031392	LOC-Os08g41990
EVM0022805	LOC-Os02g10230
EVM0024541	LOC-Os06g44900
EVM0032982	LOC-Os07g01480
EVM0016165	LOC-Os04g48390
EVM0006193	LOC-Os05g11550
EVM0017856	LOC-Os02g05490
EVM0003141	LOC-Os01g64750
EVM0026430	LOC-Os10g21890
EVM0033011	LOC-Os02g56970
EVM0028506	LOC-Os04g21110
EVM0010856	LOC-Os01g11990
EVM0030203	LOC-Os09g33986
EVM0027452	LOC-Os03g13010
EVM0006138	LOC-Os05g33360
EVM0022547	LOC-Os01g58520
EVM0012185	LOC-Os02g38840
EVM0022130	LOC-Os03g35600
EVM0022603	LOC-Os03g61030
EVM0032942	LOC-Os02g02170
EVM0022334	LOC-Os03g55360
EVM0025049	LOC-Os06g47310
EVM0013119	LOC-Os11g30660
EVM0024571	LOC-Os01g47690
EVM0018718	LOC-Os03g03350
EVM0030176	LOC-Os08g32980
EVM0033920	LOC-Os04g39780
EVM0031643	LOC-Os01g31690
EVM0027641	LOC-Os01g61080
EVM0010986	LOC-Os03g01590
EVM0024588	LOC-Os04g22360
EVM0031594	LOC-Os01g06070
EVM0015563	LOC-Os06g07896
EVM0032059	LOC-Os04g39489
EVM0019976	LOC-Os03g31320
EVM0025693	LOC-Os11g36740
EVM0003949	LOC-Os08g44370
EVM0033154	LOC-Os04g57690
EVM0006638	LOC-Os06g04380
EVM0007716	LOC-Os01g18060
EVM0004270	LOC-Os01g64256
EVM0004739	LOC-Os03g62500
EVM0016787	LOC-Os04g02870
EVM0030143	LOC-Os12g32986
EVM0007186	LOC-Os02g51810
EVM0030875	LOC-Os04g48260
EVM0001784	LOC-Os05g01444
EVM0025820	LOC-Os06g06790
EVM0005249	LOC-Os08g01920
EVM0021785	LOC-Os06g37160
EVM0008588	LOC-Os03g03510
EVM0027338	LOC-Os05g06670
EVM0000082	LOC-Os12g10550
EVM0021732	LOC-Os11g08950
EVM0002534	LOC-Os02g03740
EVM0001617	LOC-Os05g07820
EVM0020967	LOC-Os10g40650
EVM0035432	LOC-Os03g46610
EVM0009065	LOC-Os04g55410
EVM0014492	LOC-Os05g28720
EVM0018826	LOC-Os02g56480
EVM0033418	LOC-Os03g19930
EVM0002003	LOC-Os01g67100
EVM0019796	LOC-Os04g53490
EVM0013324	LOC-Os03g02530
EVM0011936	LOC-Os11g01240
EVM0000837	LOC-Os01g10800
EVM0014973	LOC-Os01g67090
EVM0035487	LOC-Os03g38970
EVM0031036	LOC-Os01g33020
EVM0009560	LOC-Os03g13750
EVM0036363	LOC-Os03g11590
EVM0001757	LOC-Os06g48570
EVM0023497	LOC-Os08g37750
EVM0003198	LOC-Os02g45590
EVM0032317	LOC-Os03g17900
EVM0011912	LOC-Os03g61790
EVM0019402	LOC-Os07g41090
EVM0036926	LOC-Os01g74146
EVM0011369	LOC-Os03g19070
EVM0000864	LOC-Os04g20280
EVM0027639	LOC-Os08g07790
EVM0018232	LOC-Os01g52720
EVM0025366	LOC-Os01g10020
EVM0004298	LOC-Os03g55560
EVM0007017	LOC-Os04g53612
EVM0016685	LOC-Os11g01780
EVM0001564	LOC-Os02g49090
EVM0014959	LOC-Os11g01510
EVM0034494	LOC-Os10g38910
EVM0028660	LOC-Os11g13880
EVM0008519	LOC-Os08g40430
EVM0036314	LOC-Os08g25280
EVM0003923	LOC-Os07g15250
EVM0025024	LOC-Os01g37480
EVM0012639	LOC-Os06g48510
EVM0033728	LOC-Os04g52450
EVM0021522	LOC-Os02g48640
EVM0002516	LOC-Os03g63750
EVM0026576	LOC-Os03g14690
EVM0000306	LOC-Os05g48500
EVM0016468	LOC-Os05g03820
EVM0015194	LOC-Os09g36990
EVM0012555	LOC-Os08g36480
EVM0001054	LOC-Os01g74440
EVM0029114	LOC-Os05g20150
EVM0007026	LOC-Os01g09550
EVM0025402	LOC-Os04g46600
EVM0019455	LOC-Os01g74450
EVM0015355	LOC-Os02g49992
EVM0022627	LOC-Os06g37600
EVM0022000	LOC-Os01g43372
EVM0020364	LOC-Os09g24330
EVM0026718	LOC-Os01g01870
EVM0016549	LOC-Os08g35760
EVM0021034	LOC-Os09g30486
EVM0031914	LOC-Os02g21080
EVM0014240	LOC-Os07g08430
EVM0004302	LOC-Os02g38220
EVM0024168	LOC-Os02g52770
EVM0021981	LOC-Os03g13040
EVM0007239	LOC-Os06g48065
EVM0029885	LOC-Os06g04040
EVM0005739	LOC-Os05g32220
EVM0007455	LOC-Os05g14010
EVM0025979	LOC-Os03g49960
EVM0034065	LOC-Os09g15240
EVM0019895	LOC-Os01g49360
EVM0003049	LOC-Os05g37120
EVM0009552	LOC-Os02g16550
EVM0023850	LOC-Os06g39240
EVM0028929	LOC-Os02g23823
EVM0005222	LOC-Os01g72790
EVM0035845	LOC-Os01g49690
EVM0014852	LOC-Os08g42960
EVM0035514	LOC-Os12g34094
EVM0020415	LOC-Os07g12160
EVM0033363	LOC-Os03g48940
EVM0020762	LOC-Os08g05840
EVM0018977	LOC-Os03g63470
EVM0025657	LOC-Os08g20660
EVM0013134	LOC-Os07g48610
EVM0005863	LOC-Os09g39420
EVM0018031	LOC-Os06g34020
EVM0027575	LOC-Os11g11100
EVM0005698	LOC-Os01g07382
EVM0023989	LOC-Os04g43922
EVM0034535	LOC-Os09g36280
EVM0019701	LOC-Os03g62510
EVM0001506	LOC-Os05g05240
EVM0003000	LOC-Os04g59060
EVM0025357	LOC-Os05g51700
EVM0014164	LOC-Os02g02590
EVM0012009	LOC-Os10g32550
EVM0026813	LOC-Os12g02370
EVM0010447	LOC-Os04g46050
EVM0018032	LOC-Os02g12450
EVM0014908	LOC-Os03g22320
EVM0010484	LOC-Os02g08530
EVM0033757	LOC-Os01g72370
EVM0009015	LOC-Os04g42250
EVM0021517	LOC-Os02g10920
EVM0008238	LOC-Os01g04120
EVM0035026	LOC-Os03g05530
EVM0028059	LOC-Os07g42740
EVM0029635	LOC-Os02g56310
EVM0025509	LOC-Os02g38980
EVM0029230	LOC-Os05g40780
EVM0014730	LOC-Os08g23120
EVM0021376	LOC-Os02g50620
EVM0007336	LOC-Os07g32230
EVM0031154	LOC-Os08g34070
EVM0031646	LOC-Os02g23890
EVM0028491	LOC-Os04g33050
EVM0031257	LOC-Os03g53950
EVM0008992	LOC-Os01g54400
EVM0002741	LOC-Os08g16600
EVM0033031	LOC-Os06g44970
EVM0012710	LOC-Os07g25002
EVM0013217	LOC-Os02g01590
EVM0011602	LOC-Os04g36610
EVM0013410	LOC-Os04g38850
EVM0012068	LOC-Os09g37510
EVM0020619	LOC-Os02g13200
EVM0016969	LOC-Os06g39370
EVM0033228	LOC-Os04g04010
EVM0020684	LOC-Os07g44650
EVM0019513	LOC-Os04g50030
EVM0017031	LOC-Os06g51110
EVM0029665	LOC-Os07g32430
EVM0000936	LOC-Os01g21940
EVM0031175	LOC-Os01g21160
EVM0026820	LOC-Os02g29464
EVM0001605	LOC-Os05g37950
EVM0021716	LOC-Os04g08740
EVM0018738	LOC-Os07g43460
EVM0027398	LOC-Os01g08960
EVM0027654	LOC-Os01g66240
EVM0011891	LOC-Os01g70200
EVM0025611	LOC-Os03g50885
EVM0017076	LOC-Os04g42670
EVM0003761	LOC-Os11g03460
EVM0031598	LOC-Os08g44400
EVM0036252	LOC-Os10g01100
EVM0023079	LOC-Os03g13600
EVM0007788	LOC-Os08g07840
EVM0000731	LOC-Os02g03440
EVM0007163	LOC-Os01g64270
EVM0004309	LOC-Os08g44180
EVM0000481	LOC-Os06g08120
EVM0030399	LOC-Os09g28650
EVM0014499	LOC-Os06g47320
EVM0028424	LOC-Os01g62220
EVM0019096	LOC-Os10g41380
EVM0010889	LOC-Os06g10760
EVM0020020	LOC-Os07g47820
EVM0009946	LOC-Os09g38300
EVM0025618	LOC-Os03g47770
EVM0035483	LOC-Os03g50870
EVM0009036	LOC-Os07g49110
EVM0013726	LOC-Os10g25680
EVM0019565	LOC-Os03g04750
EVM0017613	LOC-Os04g55210
EVM0036855	LOC-Os08g08080
EVM0008701	LOC-Os03g37090
EVM0021012	LOC-Os01g51120
EVM0005410	LOC-Os12g34012
EVM0020129	LOC-Os01g43150
EVM0007361	LOC-Os09g28940
EVM0006455	LOC-Os09g23690
EVM0007591	LOC-Os01g01689
EVM0014370	LOC-Os07g08320
EVM0031315	LOC-Os01g01920
EVM0014117	LOC-Os01g55190
EVM0021720	LOC-Os03g15700
EVM0005832	LOC-Os04g03980
EVM0034764	LOC-Os04g57880
EVM0008778	LOC-Os08g39430
EVM0020293	LOC-Os02g04560
EVM0033720	LOC-Os03g40270
EVM0035882	LOC-Os03g11230
EVM0022256	LOC-Os11g03430
EVM0024581	LOC-Os01g43630
EVM0028114	LOC-Os07g10840
EVM0011791	LOC-Os10g42540
EVM0007431	LOC-Os06g05390
EVM0035697	LOC-Os01g55040
EVM0007527	LOC-Os11g19250
EVM0022211	LOC-Os07g40620
EVM0030883	LOC-Os03g54091
EVM0030717	LOC-Os01g67134
EVM0013237	LOC-Os05g27920
EVM0029460	LOC-Os08g05280
EVM0008042	LOC-Os06g35900
EVM0012611	LOC-Os09g19910
EVM0016574	LOC-Os02g32460
EVM0036744	LOC-Os02g07120
EVM0006114	LOC-Os12g40520
EVM0018357	LOC-Os01g21560
EVM0013195	LOC-Os01g70780
EVM0014895	LOC-Os06g04790
EVM0019286	LOC-Os05g07050
EVM0028046	LOC-Os03g17520
EVM0031362	LOC-Os08g26870
EVM0000058	LOC-Os01g58022
EVM0006863	LOC-Os11g16320
EVM0029856	LOC-Os02g01180
EVM0006629	LOC-Os03g05812
EVM0030417	LOC-Os03g02110
EVM0024512	LOC-Os06g06420
EVM0001254	LOC-Os01g57966
EVM0033413	LOC-Os03g18890
EVM0013340	LOC-Os03g36540
EVM0025287	LOC-Os03g06720
EVM0035354	LOC-Os02g32590
EVM0031898	LOC-Os04g47380
EVM0008569	LOC-Os01g35040
EVM0018284	LOC-Os11g11210
EVM0002289	LOC-Os09g34850
EVM0011413	LOC-Os03g42100
EVM0012224	LOC-Os03g11290
EVM0017869	LOC-Os03g10750
EVM0031129	LOC-Os01g72049
EVM0015735	LOC-Os05g46560
EVM0029681	LOC-Os06g04250
EVM0002359	LOC-Os04g53690
EVM0033294	LOC-Os01g28840
EVM0028118	LOC-Os01g47740
EVM0003353	LOC-Os06g02500
EVM0021548	LOC-Os02g05680
EVM0014411	LOC-Os07g34520
EVM0019054	LOC-Os02g58139
EVM0007944	LOC-Os01g65650
EVM0024796	LOC-Os01g56090
EVM0020063	LOC-Os01g70020
EVM0018881	LOC-Os07g08960
EVM0009840	LOC-Os07g31450
EVM0000075	LOC-Os01g47780
EVM0035829	LOC-Os03g19410
EVM0005614	LOC-Os02g24330
EVM0026738	LOC-Os04g33510
EVM0016992	LOC-Os06g31100
EVM0011492	LOC-Os12g36890
EVM0030287	LOC-Os06g42790
EVM0008619	LOC-Os02g52960
EVM0018259	LOC-Os10g39520
EVM0005298	LOC-Os06g09240
EVM0015404	LOC-Os03g29480
EVM0013033	LOC-Os04g40930
EVM0000681	LOC-Os02g55560
EVM0021667	LOC-Os12g17910
EVM0018763	LOC-Os12g07110
EVM0036241	LOC-Os01g13260
EVM0006318	LOC-Os04g45800
EVM0012437	LOC-Os05g10930
EVM0002352	LOC-Os05g02670
EVM0007351	LOC-Os01g01050
EVM0013912	LOC-Os05g41172
EVM0020330	LOC-Os09g25050
EVM0032782	LOC-Os12g42160
EVM0011410	LOC-Os01g02080
EVM0022367	LOC-Os02g56550
EVM0006199	LOC-Os07g39850
EVM0027285	LOC-Os02g17940
EVM0035704	LOC-Os08g01670
EVM0032266	LOC-Os12g17070
EVM0019829	LOC-Os08g05830
EVM0003929	LOC-Os03g01100
EVM0020201	LOC-Os07g47290
EVM0014351	LOC-Os08g28830
EVM0001015	LOC-Os03g31090
EVM0002297	LOC-Os06g05640
EVM0015580	LOC-Os07g07260
EVM0013240	LOC-Os04g42540
EVM0012468	LOC-Os02g52280
EVM0004603	LOC-Os07g06710
EVM0035272	LOC-Os02g04270
EVM0020472	LOC-Os06g03910
EVM0004206	LOC-Os04g42310
EVM0003476	LOC-Os01g06500
EVM0012857	LOC-Os09g21760
EVM0002973	LOC-Os03g51610
EVM0011573	LOC-Os04g52230
EVM0001384	LOC-Os10g23100
EVM0001683	LOC-Os01g53200
EVM0026353	LOC-Os04g42380
EVM0008637	LOC-Os03g14500
EVM0027116	LOC-Os08g01430
EVM0000551	LOC-Os07g39700
EVM0004966	LOC-Os01g21820
EVM0005211	LOC-Os07g01860
EVM0037386	LOC-Os05g43820
EVM0033307	LOC-Os02g52870
EVM0017289	LOC-Os03g10410
EVM0002228	LOC-Os03g07370
EVM0013795	LOC-Os03g50110
EVM0033264	LOC-Os12g06610
EVM0034991	LOC-Os02g51720
EVM0016220	LOC-Os01g10280
EVM0005553	LOC-Os04g01610
EVM0026709	LOC-Os10g35980
EVM0030617	LOC-Os12g34370
EVM0011909	LOC-Os01g09580
EVM0036049	LOC-Os02g33180
EVM0037306	LOC-Os01g06000
EVM0037033	LOC-Os04g46660
EVM0020372	LOC-Os09g37840
EVM0016070	LOC-Os12g31810
EVM0031149	LOC-Os12g02620
EVM0037215	LOC-Os09g38750
EVM0005954	LOC-Os01g57240
EVM0006051	LOC-Os02g11830
EVM0014389	LOC-Os06g44150
EVM0000064	LOC-Os07g23200
EVM0006753	LOC-Os04g47330
EVM0017439	LOC-Os10g42230
EVM0025212	LOC-Os03g62640
EVM0000560	LOC-Os10g35690
EVM0022716	LOC-Os12g36760
EVM0019579	LOC-Os03g44660
EVM0013556	LOC-Os05g31770
EVM0024108	LOC-Os11g42000
EVM0033251	LOC-Os10g42130
EVM0004683	LOC-Os02g44250
EVM0012203	LOC-Os01g41550
EVM0035469	LOC-Os03g30130
EVM0020838	LOC-Os03g15870
EVM0032254	LOC-Os03g17120
EVM0003960	LOC-Os06g48330
EVM0024699	LOC-Os02g32690
EVM0028985	LOC-Os11g36440
EVM0024507	LOC-Os02g57630
EVM0028561	LOC-Os07g29420
EVM0036353	LOC-Os06g37570
EVM0035306	LOC-Os09g33950
EVM0016601	LOC-Os07g46360
EVM0012408	LOC-Os09g38510
EVM0019848	LOC-Os01g72700
EVM0006392	LOC-Os03g01920
EVM0003234	LOC-Os02g34500
EVM0034013	LOC-Os03g02860
EVM0031887	LOC-Os06g51260
EVM0029107	LOC-Os11g29360
EVM0009528	LOC-Os01g67740
EVM0015403	LOC-Os06g09840
EVM0004895	LOC-Os01g19970
EVM0003219	LOC-Os08g40120
EVM0019910	LOC-Os08g37610
EVM0014245	LOC-Os01g59670
EVM0033985	LOC-Os04g52330
EVM0019778	LOC-Os11g16420
