EVM0000006	AT1G44760
EVM0029821	AT1G52500
EVM0029831	AT2G21860
EVM0029833	AT3G48120
EVM0029834	AT3G29320
EVM0029837	AT5G37680
EVM0029839	AT5G67020
EVM0029847	AT2G02650
EVM0029849	AT1G54680
EVM0029852	AT3G47630
EVM0029856	AT1G20060
EVM0029865	AT5G03040
EVM0029868	AT4G38020
EVM0029869	AT5G62360
EVM0029871	AT1G69450
EVM0029875	AT3G18000
EVM0029883	AT2G30900
EVM0029885	AT4G29860
EVM0029886	AT3G26935
EVM0029888	AT1G21370
EVM0029892	AT2G38750
EVM0029893	AT3G13490
EVM0029899	AT5G47030
EVM0029911	AT5G39980
EVM0029912	AT4G22570
EVM0029913	AT5G24740
EVM0029921	AT2G21540
EVM0029922	AT2G30480
EVM0029927	AT2G22840
EVM0029928	AT4G39140
EVM0029931	AT4G17600
EVM0029942	AT3G21250
EVM0029948	AT2G05840
EVM0029950	AT2G34920
EVM0029954	AT3G57990
EVM0029957	AT4G16807
EVM0029958	AT5G35620
EVM0029964	AT3G19080
EVM0029967	AT2G14620
EVM0029968	AT3G11840
EVM0029969	AT1G48790
EVM0029977	AT3G06510
EVM0029978	AT2G42975
EVM0029983	AT4G22350
EVM0029990	AT1G63800
EVM0029991	AT1G71720
EVM0029992	AT2G24270
EVM0029994	AT1G02700
EVM0029995	AT1G27750
EVM0029999	AT5G06610
EVM0030013	AT2G33310
EVM0030015	AT4G33110
EVM0030022	AT5G13100
EVM0030027	ATCG00270
EVM0030029	AT1G50060
EVM0030030	AT3G52990
EVM0030040	AT1G64810
EVM0030041	AT1G34060
EVM0030043	AT1G61290
EVM0030052	AT1G06240
EVM0030053	AT1G09220
EVM0030054	AT2G38610
EVM0030059	AT1G66680
EVM0030062	AT5G48655
EVM0030066	AT5G09310
EVM0030069	AT3G05700
EVM0030077	AT2G21600
EVM0030078	AT3G05740
EVM0030090	AT4G08685
EVM0030096	AT3G49070
EVM0030102	AT1G11480
EVM0030104	AT5G17430
EVM0030107	AT5G53730
EVM0030118	AT4G31870
EVM0030119	AT1G70950
EVM0030124	AT4G16330
EVM0030129	AT1G64510
EVM0030133	AT1G07310
EVM0030134	AT5G09950
EVM0030135	AT5G19950
EVM0030136	AT4G34131
EVM0030137	AT5G13710
EVM0030138	AT5G23260
EVM0030143	AT3G07770
EVM0030144	AT1G03350
EVM0030147	AT3G06050
EVM0030152	AT4G00370
EVM0030160	AT3G45740
EVM0030163	AT4G01790
EVM0030164	AT1G55910
EVM0030165	AT2G30920
EVM0030170	AT3G51220
EVM0030171	AT5G08720
EVM0030173	AT1G32860
EVM0030176	AT5G16550
EVM0030181	AT1G51405
EVM0030189	AT5G59440
EVM0030192	AT1G04200
EVM0030200	AT4G25950
EVM0030202	AT5G25830
EVM0030203	AT1G56450
EVM0030205	AT4G39880
EVM0030206	AT3G21420
EVM0030211	AT3G04740
EVM0030212	AT3G01500
EVM0030214	AT2G22490
EVM0030215	AT4G01030
EVM0030216	AT1G08790
EVM0030220	AT1G18210
EVM0030229	AT2G31960
EVM0030238	AT5G67550
EVM0030239	AT1G16650
EVM0030242	AT4G27760
EVM0030249	AT2G39795
EVM0030250	AT3G12660
EVM0030251	AT1G63830
EVM0030260	AT1G74600
EVM0030266	AT1G29800
EVM0030268	AT5G45820
EVM0030277	AT3G57560
EVM0030281	AT2G17350
EVM0030283	AT4G29120
EVM0030286	AT1G55750
EVM0030287	AT5G47650
EVM0030290	AT1G55530
EVM0030291	AT3G24490
EVM0030304	AT3G22845
EVM0030307	AT4G28080
EVM0030309	AT1G49950
EVM0030314	AT4G18030
EVM0030318	AT3G17170
EVM0030325	AT1G09740
EVM0030326	AT5G25180
EVM0030328	AT2G33845
EVM0030338	AT4G26620
EVM0030353	AT1G69200
EVM0030360	AT4G09510
EVM0030363	AT5G23170
EVM0030365	AT4G36640
EVM0030367	AT5G16660
EVM0030369	AT1G62250
EVM0030371	AT1G76160
EVM0030372	AT2G22300
EVM0030375	AT3G62040
EVM0030378	AT3G13510
EVM0030382	AT5G52290
EVM0030383	AT1G11060
EVM0030388	AT5G40020
EVM0030392	AT4G35540
EVM0030397	AT2G46300
EVM0030398	AT1G11900
EVM0030400	AT3G49350
EVM0030405	AT5G57850
EVM0030408	AT5G18820
EVM0030410	AT2G32290
EVM0030415	AT3G06010
EVM0030417	AT4G01860
EVM0030419	AT5G56760
EVM0030421	AT3G07070
EVM0030422	AT4G19890
EVM0030424	AT4G39010
EVM0030425	AT5G57770
EVM0030426	AT2G19580
EVM0030428	AT5G45310
EVM0030433	AT2G28690
EVM0030435	AT1G03280
EVM0030436	AT3G24840
EVM0030437	AT1G01350
EVM0030438	AT3G50830
EVM0030441	AT3G16360
EVM0030444	AT5G57860
EVM0030446	AT1G20300
EVM0030448	AT3G47850
EVM0030451	AT4G13020
EVM0030452	AT1G73110
EVM0030454	AT5G45140
EVM0030455	AT3G63110
EVM0030457	AT1G17430
EVM0030462	AT4G35270
EVM0030467	AT2G25760
EVM0030469	AT1G79080
EVM0030482	AT1G59750
EVM0030484	AT3G02280
EVM0030486	AT3G20330
EVM0030487	AT3G23820
EVM0030488	AT2G26540
EVM0030494	AT4G34450
EVM0030501	AT1G51200
EVM0030502	AT2G02590
EVM0030504	AT1G50010
EVM0030507	AT1G61240
EVM0030508	AT3G12040
EVM0030514	AT3G22170
EVM0030516	AT3G63520
EVM0030517	AT5G13090
EVM0030519	AT1G13690
EVM0030523	AT1G29400
EVM0030525	AT4G31460
EVM0030527	AT3G18020
EVM0030531	AT1G05800
EVM0030532	AT1G70070
EVM0030534	AT5G61410
EVM0030543	AT2G25930
EVM0030547	AT5G09280
EVM0030548	AT5G41620
EVM0030555	AT4G07990
EVM0030557	AT5G57440
EVM0030558	AT1G75090
EVM0030561	AT4G19180
EVM0030562	AT2G40090
EVM0030566	AT3G55320
EVM0030570	AT5G04170
EVM0030577	AT5G52100
EVM0030579	AT3G25430
EVM0030591	AT5G24320
EVM0030594	AT1G22020
EVM0030596	AT3G03580
EVM0030597	AT1G66345
EVM0030599	AT3G06290
EVM0030600	AT1G54140
EVM0030604	AT2G30600
EVM0030613	AT2G12462
EVM0030614	AT2G28085
EVM0030617	AT2G20790
EVM0030619	AT5G56350
EVM0030622	AT3G15690
EVM0030624	AT4G23540
EVM0030626	AT1G78400
EVM0030634	AT4G18020
EVM0030638	AT4G01690
EVM0030645	AT5G04590
EVM0030651	AT1G22610
EVM0030654	AT4G31530
EVM0030656	AT3G49640
EVM0030657	AT1G22960
EVM0030661	AT3G59420
EVM0030668	AT1G25440
EVM0030669	AT1G06460
EVM0030671	AT5G60190
EVM0030676	AT1G48160
EVM0030677	AT2G31170
EVM0030682	AT1G56210
EVM0030687	AT5G19020
EVM0030694	AT2G27830
EVM0030702	AT1G54840
EVM0030706	AT3G02050
EVM0030707	AT1G79230
EVM0030708	AT5G22620
EVM0030713	AT5G65710
EVM0030716	AT4G35920
EVM0030717	AT5G39740
EVM0030721	AT1G19920
EVM0030727	AT4G35165
EVM0030729	ATCG01090
EVM0030733	AT4G37920
EVM0030736	AT2G15430
EVM0030746	AT1G55580
EVM0030749	AT1G65660
EVM0030758	AT2G21990
EVM0030763	AT3G13560
EVM0030768	AT1G71692
EVM0030770	AT3G10020
EVM0030776	AT5G06760
EVM0030781	AT3G07140
EVM0030784	AT1G14520
EVM0030790	AT3G47500
EVM0030795	AT2G03667
EVM0030800	AT1G53320
EVM0030805	AT4G01950
EVM0030806	AT3G19950
EVM0030807	AT4G35320
EVM0030812	AT1G71230
EVM0030818	AT1G31730
EVM0030820	AT3G49650
EVM0030822	AT5G16270
EVM0030823	AT1G66150
EVM0030827	AT2G27310
EVM0030830	AT1G51190
EVM0030835	AT3G28850
EVM0030836	AT2G43320
EVM0030837	AT1G66070
EVM0030838	AT4G25450
EVM0030839	AT2G13570
EVM0030840	AT3G56830
EVM0030841	AT5G18525
EVM0030842	AT5G55050
EVM0030843	AT1G73990
EVM0030844	AT5G17300
EVM0030845	AT5G57345
EVM0030846	AT3G08740
EVM0030848	AT1G01060
EVM0030852	AT1G57820
EVM0030854	AT5G58700
EVM0030860	AT3G13060
EVM0030862	AT5G52560
EVM0030864	AT2G25520
EVM0030865	AT3G12590
EVM0030867	AT5G02850
EVM0030869	AT2G35795
EVM0030871	AT3G17611
EVM0030878	AT2G19160
EVM0030879	AT1G06970
EVM0030881	AT1G03160
EVM0030883	AT3G13170
EVM0030891	AT4G31200
EVM0030893	AT5G65340
EVM0030894	AT3G59040
EVM0030895	AT4G39950
EVM0030897	AT5G14040
EVM0030900	AT2G41130
EVM0030901	AT3G26730
EVM0030902	AT1G55460
EVM0030905	AT2G40600
EVM0030906	AT1G08370
EVM0030907	AT1G73470
EVM0030909	AT3G01100
EVM0030913	AT5G26860
EVM0030914	AT2G05120
EVM0030915	AT3G55340
EVM0030917	AT1G60600
EVM0030922	AT3G20970
EVM0030924	AT4G00850
EVM0030926	AT3G44050
EVM0030927	AT2G36950
EVM0030933	AT1G04530
EVM0030935	AT5G19640
EVM0030949	AT1G79000
EVM0030951	AT1G69120
EVM0030955	AT2G37980
EVM0030958	AT2G18245
EVM0030961	AT3G16630
EVM0030963	AT3G62630
EVM0030974	AT2G34500
EVM0030975	AT4G33330
EVM0030976	AT5G24690
EVM0030981	AT2G37060
EVM0030986	AT1G67940
EVM0030988	AT3G53130
EVM0030990	AT1G14030
EVM0030992	AT1G32990
EVM0030993	AT4G39470
EVM0031000	AT5G27660
EVM0031001	AT4G39910
EVM0031003	AT3G14075
EVM0031008	AT1G05310
EVM0031009	AT3G07800
EVM0031015	AT5G23290
EVM0031017	AT5G10910
EVM0031018	AT3G55060
EVM0031021	AT2G33490
EVM0031026	AT2G43890
EVM0031029	AT3G27230
EVM0031036	AT1G51160
EVM0031040	AT5G57870
EVM0031041	AT5G10330
EVM0031056	AT3G25120
EVM0031057	AT1G08560
EVM0031060	AT5G13240
EVM0031062	AT1G04390
EVM0031068	AT5G03990
EVM0031069	AT2G19940
EVM0031072	AT2G37230
EVM0031074	AT4G00900
EVM0031081	AT1G48130
EVM0031082	AT3G07525
EVM0031083	AT5G04490
EVM0031084	AT2G42360
EVM0031088	AT1G47250
EVM0031091	AT5G62990
EVM0031095	AT1G51940
EVM0031097	AT3G60220
EVM0031100	AT5G06940
EVM0031101	AT2G42880
EVM0031102	AT3G12760
EVM0031111	AT4G37280
EVM0031112	AT3G02450
EVM0031119	AT1G03310
EVM0031123	AT2G47810
EVM0031127	AT5G16150
EVM0031128	AT5G14260
EVM0031130	AT1G19430
EVM0031131	AT1G15460
EVM0031143	AT2G04340
EVM0031144	ATCG00770
EVM0031145	AT5G57230
EVM0031149	AT5G01980
EVM0031151	AT4G11130
EVM0031152	AT1G78420
EVM0031154	AT1G15860
EVM0031155	AT2G30700
EVM0031158	AT5G54370
EVM0031160	AT3G18290
EVM0031161	AT2G44620
EVM0031164	AT1G74770
EVM0031171	AT3G48500
EVM0031175	AT3G06850
EVM0031176	ATCG01040
EVM0031177	AT1G12580
EVM0031181	AT3G50760
EVM0031185	AT4G15450
EVM0031191	AT1G26760
EVM0031193	AT5G59100
EVM0031197	AT4G26150
EVM0031199	AT5G60680
EVM0031210	AT4G17960
EVM0031211	AT5G12180
EVM0031212	AT5G54750
EVM0031213	AT3G44600
EVM0031214	AT3G21200
EVM0031218	AT2G24280
EVM0031219	AT5G32470
EVM0031223	AT2G22870
EVM0031225	AT1G56560
EVM0031227	AT3G09850
EVM0031238	AT2G42490
EVM0031246	AT3G58630
EVM0031248	AT1G67340
EVM0031250	AT4G35360
EVM0031252	AT2G18220
EVM0031257	AT1G08470
EVM0031258	AT1G14770
EVM0031263	AT2G17265
EVM0031264	AT2G47730
EVM0031271	AT4G36920
EVM0031272	AT1G77130
EVM0031278	AT3G27540
EVM0031280	AT1G25510
EVM0031286	AT1G01960
EVM0031290	AT3G13350
EVM0031291	AT2G20210
EVM0031294	AT1G50430
EVM0031301	AT5G07910
EVM0031303	AT3G26115
EVM0031307	AT1G68070
EVM0031309	AT5G18130
EVM0031315	AT5G40270
EVM0031316	AT5G04885
EVM0031319	AT1G53670
EVM0031324	AT5G01950
EVM0031327	AT4G28820
EVM0031330	AT3G23350
EVM0031331	AT2G42450
EVM0031336	AT2G31130
EVM0031338	AT1G33540
EVM0031340	AT4G18700
EVM0031342	AT2G35410
EVM0031346	AT4G32770
EVM0031347	AT1G36050
EVM0031351	AT2G17033
EVM0031352	AT1G68650
EVM0031354	AT2G43180
EVM0031360	AT1G24480
EVM0031362	AT1G75380
EVM0031364	AT3G58970
EVM0031369	AT2G39720
EVM0031370	AT3G12670
EVM0031371	AT2G31070
EVM0031375	AT4G24690
EVM0031376	AT4G16566
EVM0031377	AT2G36810
EVM0031378	AT3G14370
EVM0031379	AT4G38650
EVM0031385	AT3G47420
EVM0031387	AT4G37560
EVM0031390	AT4G27430
EVM0031391	AT4G35100
EVM0031392	AT5G63570
EVM0031396	AT4G21800
EVM0031397	AT2G32120
EVM0031400	AT3G19895
EVM0031409	AT4G14850
EVM0031410	AT1G54870
EVM0031412	AT3G06060
EVM0031421	AT1G13890
EVM0031428	AT2G04240
EVM0031430	AT1G65610
EVM0031436	AT1G04640
EVM0031439	AT4G08310
EVM0031441	AT3G57660
EVM0031444	AT2G35040
EVM0031447	AT1G16540
EVM0031457	AT5G65930
EVM0031458	AT1G76990
EVM0031461	AT3G45040
EVM0031465	AT5G65110
EVM0031467	AT4G19140
EVM0031468	AT3G01090
EVM0031470	AT4G00110
EVM0031472	AT5G08160
EVM0031473	AT3G51050
EVM0031477	AT4G34020
EVM0031478	AT1G60000
EVM0031479	AT3G22800
EVM0031482	AT5G20270
EVM0031484	AT4G17570
EVM0031494	AT4G28550
EVM0031496	AT1G17820
EVM0031502	AT2G18540
EVM0031505	AT5G53400
EVM0031513	AT5G15870
EVM0031517	AT3G54940
EVM0031526	AT1G17270
EVM0031527	AT4G22890
EVM0031535	AT1G23400
EVM0031543	AT2G28410
EVM0031546	AT2G32230
EVM0031547	AT1G29760
EVM0031548	AT1G28270
EVM0031551	AT1G17760
EVM0031554	AT1G70150
EVM0031557	AT5G63080
EVM0031563	AT2G37510
EVM0031564	AT5G55500
EVM0031569	AT5G46280
EVM0031570	AT1G42480
EVM0031571	AT2G26450
EVM0031574	AT3G55200
EVM0031577	AT1G67630
EVM0031579	AT5G05920
EVM0031580	AT3G29060
EVM0031585	AT4G02070
EVM0031597	AT1G51740
EVM0031598	AT5G03880
EVM0031600	AT1G50910
EVM0031603	AT5G41760
EVM0031604	AT3G55580
EVM0031605	AT4G14220
EVM0031609	AT3G26070
EVM0031610	AT4G32900
EVM0031611	AT2G42760
EVM0031614	AT3G29300
EVM0031616	AT5G24470
EVM0031617	AT4G24370
EVM0031628	AT1G79090
EVM0031629	AT3G53490
EVM0031630	AT5G48760
EVM0031633	AT2G18700
EVM0031634	AT5G15210
EVM0031643	AT3G50820
EVM0031646	AT3G20920
EVM0031651	AT1G18870
EVM0031657	AT5G22850
EVM0031658	AT3G46510
EVM0031659	AT2G27760
EVM0031662	AT3G42170
EVM0031668	AT1G11915
EVM0031670	AT4G10770
EVM0031674	AT5G66470
EVM0031676	AT1G74270
EVM0031677	AT1G31410
EVM0031684	AT4G15210
EVM0031692	AT1G08820
EVM0031696	AT1G31770
EVM0031699	AT4G39870
EVM0031703	AT3G07370
EVM0031705	AT3G20480
EVM0031709	AT3G28730
EVM0031716	AT5G18140
EVM0031717	AT1G11880
EVM0031725	AT1G14720
EVM0031728	AT4G36730
EVM0031730	AT5G10370
EVM0031732	AT5G48370
EVM0031735	AT5G25530
EVM0031736	AT5G65160
EVM0031737	AT2G43540
EVM0031738	AT2G41450
EVM0031749	AT1G67680
EVM0031751	AT4G21870
EVM0031752	AT4G20060
EVM0031753	AT4G10050
EVM0031754	AT1G16860
EVM0031757	AT3G63460
EVM0031758	AT1G49040
EVM0031761	AT5G04740
EVM0031765	AT1G19180
EVM0031767	AT5G12240
EVM0031771	AT2G17975
EVM0031774	AT1G73710
EVM0031775	AT3G06860
EVM0031777	AT5G01380
EVM0031779	AT5G13700
EVM0031786	AT5G63090
EVM0031788	AT3G02875
EVM0031793	AT4G09750
EVM0031797	AT5G11950
EVM0031799	AT1G55300
EVM0031800	AT1G15320
EVM0031801	AT1G19880
EVM0031809	AT4G35335
EVM0031813	AT1G75450
EVM0031816	AT3G46960
EVM0031817	AT4G25640
EVM0031829	AT2G44610
EVM0031830	AT5G67530
EVM0031835	AT5G17800
EVM0031846	AT3G50380
EVM0031853	AT3G50690
EVM0031855	AT5G18250
EVM0031857	AT4G24740
EVM0031859	AT3G19210
EVM0031860	AT3G17700
EVM0031861	AT1G04730
EVM0031864	AT1G18680
EVM0031865	AT3G08880
EVM0031867	AT3G26740
EVM0031870	AT5G13110
EVM0031871	AT3G18260
EVM0031873	AT3G07890
EVM0031875	AT2G20580
EVM0031880	AT1G30480
EVM0031881	AT4G20930
EVM0031885	AT3G56990
EVM0031888	AT2G28310
EVM0031890	AT4G28940
EVM0031894	AT2G21720
EVM0031895	AT1G73820
EVM0031896	AT1G32130
EVM0031897	AT3G24550
EVM0031898	AT1G20410
EVM0031899	AT5G62370
EVM0031908	AT5G16300
EVM0031910	AT5G22250
EVM0031912	AT5G19930
EVM0031914	AT4G29870
EVM0031918	AT5G27730
EVM0031920	AT1G70330
EVM0031922	AT5G64760
EVM0031928	AT4G31720
EVM0031939	AT5G62620
EVM0031940	AT2G26140
EVM0031941	AT2G42820
EVM0031943	AT4G15110
EVM0031946	AT3G13310
EVM0031952	AT1G47330
EVM0031955	AT1G26830
EVM0031958	AT1G68300
EVM0031959	AT5G38900
EVM0031960	AT1G09320
EVM0031968	AT3G03570
EVM0031969	AT4G33990
EVM0031979	AT3G54610
EVM0031991	AT5G56460
EVM0031993	AT4G25160
EVM0031994	AT2G40840
EVM0032003	AT2G07680
EVM0032006	AT2G41720
EVM0032007	AT3G59470
EVM0032011	AT5G05210
EVM0032012	AT5G59890
EVM0032017	AT3G46550
EVM0032019	AT1G69170
EVM0032022	AT4G00090
EVM0032023	AT5G62930
EVM0032027	AT2G33550
EVM0032030	AT5G51130
EVM0032031	AT5G41480
EVM0032043	AT2G47430
EVM0032044	AT2G28720
EVM0032046	AT5G06850
EVM0032047	AT3G51770
EVM0032049	AT5G54660
EVM0032052	AT3G18165
EVM0032053	AT3G01150
EVM0032059	AT5G23810
EVM0032062	AT1G51140
EVM0032068	AT1G52190
EVM0032071	AT5G64610
EVM0032072	AT1G07840
EVM0032073	AT5G52430
EVM0032074	AT1G51120
EVM0032076	AT3G60340
EVM0032078	AT4G06744
EVM0032079	AT5G06820
EVM0032080	AT5G55820
EVM0032085	AT5G53950
EVM0032089	AT3G11590
EVM0032094	AT5G43190
EVM0032095	AT1G62310
EVM0032096	AT2G38050
EVM0032098	AT3G15800
EVM0032100	AT3G61850
EVM0032101	AT3G19240
EVM0032111	AT3G09360
EVM0032112	AT2G21250
EVM0032122	AT4G33380
EVM0032127	AT1G59960
EVM0032132	AT4G13980
EVM0032134	AT4G22860
EVM0032136	AT5G44250
EVM0032140	AT2G28380
EVM0032143	AT4G34440
EVM0032144	AT4G29810
EVM0032145	AT2G22370
EVM0032146	AT2G26940
EVM0032150	AT3G61415
EVM0032152	AT4G39070
EVM0032161	AT5G47080
EVM0032162	AT4G18230
EVM0032165	AT3G22970
EVM0032175	AT5G24170
EVM0032180	AT1G30370
EVM0032185	AT1G11530
EVM0032188	AT4G08950
EVM0032189	AT2G07599
EVM0032197	AT3G18420
EVM0032198	AT5G18310
EVM0032199	AT1G32090
EVM0032203	AT4G33467
EVM0032205	AT1G17730
EVM0032207	AT4G01730
EVM0032208	AT2G47470
EVM0032209	AT2G37730
EVM0032210	AT1G77180
EVM0032211	AT1G80380
EVM0032212	AT5G18170
EVM0032220	AT5G42560
EVM0032225	AT4G24550
EVM0032226	AT3G05040
EVM0032228	AT2G43240
EVM0032233	AT5G62790
EVM0032234	AT3G51160
EVM0032238	AT2G34650
EVM0032244	AT3G07630
EVM0032248	AT5G64250
EVM0032251	AT5G06410
EVM0032254	AT2G37500
EVM0032260	AT2G30800
EVM0032262	AT5G18900
EVM0032266	AT5G63290
EVM0032269	AT2G35360
EVM0032270	AT5G04410
EVM0032272	AT5G56890
EVM0032275	AT4G34340
EVM0032280	AT2G34960
EVM0032282	AT1G77405
EVM0032286	AT5G53620
EVM0032290	AT2G01918
EVM0032293	AT2G21050
EVM0032300	AT3G19050
EVM0032305	AT2G19330
EVM0032308	AT5G07920
EVM0032310	AT3G43300
EVM0032312	AT4G26900
EVM0032314	AT4G37200
EVM0032315	AT3G48430
EVM0032321	AT5G11560
EVM0032327	AT3G46740
EVM0032329	AT1G65680
EVM0032339	AT5G19600
EVM0032341	AT1G06680
EVM0032353	AT3G58140
EVM0032355	AT2G26580
EVM0032356	AT2G02400
EVM0032360	AT4G01220
EVM0032365	AT2G34260
EVM0032367	ATCG01050
EVM0032369	AT4G15770
EVM0032370	AT5G61865
EVM0032371	AT1G24310
EVM0032372	AT3G21295
EVM0032375	AT2G20300
EVM0032381	AT1G27385
EVM0032382	AT1G31320
EVM0032383	AT1G72320
EVM0032386	AT4G34350
EVM0032388	AT1G50620
EVM0032394	AT5G48330
EVM0032404	AT5G52900
EVM0032409	AT5G22400
EVM0032413	AT2G44860
EVM0032418	AT1G02570
EVM0032421	AT1G06730
EVM0032430	AT1G20980
EVM0032444	AT1G68330
EVM0032450	AT5G65560
EVM0032465	AT5G66750
EVM0032467	AT5G53300
EVM0032481	AT1G67060
EVM0032485	AT1G01260
EVM0032486	AT1G64890
EVM0032488	AT2G30170
EVM0032494	AT5G12170
EVM0032497	AT3G23000
EVM0032500	AT2G42850
EVM0032503	AT1G66180
EVM0032507	AT1G50020
EVM0032510	AT3G13800
EVM0032513	AT5G22460
EVM0032515	AT5G64210
EVM0032517	AT2G39570
EVM0032522	AT3G14890
EVM0032528	AT2G45760
EVM0032532	AT5G51040
EVM0032535	AT4G37800
EVM0032539	AT4G36680
EVM0032541	AT1G54540
EVM0032551	AT5G55990
EVM0032552	AT5G08320
EVM0032561	AT5G12470
EVM0032563	AT4G03390
EVM0032574	AT5G01360
EVM0032578	AT5G47470
EVM0032582	AT1G30950
EVM0032584	AT2G15220
EVM0032599	AT1G34780
EVM0032601	AT3G51290
EVM0032604	AT1G27920
EVM0032605	AT5G26940
EVM0032611	AT5G20170
EVM0032613	AT3G15200
EVM0032615	AT3G54770
EVM0032619	AT1G13180
EVM0032620	AT3G51240
EVM0032621	AT5G02140
EVM0032624	AT2G37870
EVM0032626	AT2G17010
EVM0032630	AT5G17930
EVM0032634	AT3G52440
EVM0032636	AT2G27170
EVM0032637	AT1G29840
EVM0032638	AT5G15780
EVM0032639	AT5G12020
EVM0032641	AT5G08630
EVM0032643	AT4G21110
EVM0032660	AT1G12930
EVM0032662	AT1G25550
EVM0032667	AT3G52850
EVM0032668	AT5G57300
EVM0032676	AT1G43900
EVM0032677	AT1G01040
EVM0032680	AT5G15920
EVM0032685	AT2G23450
EVM0032689	AT3G52115
EVM0032697	AT3G52155
EVM0032698	AT4G16060
EVM0032702	AT1G80260
EVM0032703	AT2G41945
EVM0032706	AT2G36210
EVM0032707	AT5G58660
EVM0032709	AT1G53380
EVM0032715	AT2G37560
EVM0032726	AT2G34590
EVM0032727	AT3G06540
EVM0032732	AT1G27930
EVM0032738	AT3G08640
EVM0032749	AT1G68190
EVM0032757	AT1G09040
EVM0032758	AT1G09800
EVM0032760	AT1G02170
EVM0032767	AT5G56140
EVM0032769	AT4G37300
EVM0032781	AT4G05220
EVM0032782	AT1G72250
EVM0032784	AT1G17330
EVM0032785	AT5G46050
EVM0032788	AT1G08190
EVM0032789	AT3G24560
EVM0032790	AT4G39850
EVM0032797	AT3G50210
EVM0032801	AT4G22550
EVM0032816	AT2G18030
EVM0032817	AT5G45420
EVM0032819	AT3G22890
EVM0032823	AT1G77610
EVM0032824	AT1G67480
EVM0032825	AT3G59820
EVM0032827	AT1G11000
EVM0032828	AT5G20390
EVM0032830	AT4G00590
EVM0032832	AT3G59910
EVM0032837	AT1G79330
EVM0032839	AT2G01670
EVM0032840	AT3G07080
EVM0032849	AT1G06230
EVM0032854	AT2G40860
EVM0032857	AT2G13600
EVM0032858	AT2G40610
EVM0032861	AT4G14805
EVM0032862	AT5G15730
EVM0032865	AT1G31170
EVM0032869	AT1G63300
EVM0032876	AT2G20340
EVM0032880	AT3G58480
EVM0032882	AT3G02560
EVM0032887	AT2G39435
EVM0032888	AT2G20515
EVM0032892	AT5G27600
EVM0032895	AT4G16430
EVM0032896	AT4G27450
EVM0032911	AT5G56120
EVM0032912	AT5G42020
EVM0032924	AT2G23320
EVM0032932	AT5G18480
EVM0032933	AT5G42950
EVM0032935	AT5G20120
EVM0032936	AT2G04550
EVM0032938	AT1G31850
EVM0032940	AT1G07890
EVM0032941	AT2G17410
EVM0032942	AT5G60770
EVM0032944	AT1G11800
EVM0032945	AT3G63150
EVM0032949	AT3G09050
EVM0032955	AT5G65640
EVM0032959	AT2G39805
EVM0032962	AT5G06920
EVM0032966	AT1G53910
EVM0032968	AT3G21670
EVM0032970	AT2G41140
EVM0032974	AT5G64813
EVM0032975	AT2G27810
EVM0032978	AT3G61460
EVM0032980	AT4G29330
EVM0032981	AT2G25800
EVM0032982	AT3G01440
EVM0032983	AT2G27660
EVM0032984	AT2G43120
EVM0032988	AT3G13980
EVM0032991	AT1G13130
EVM0032992	AT1G30540
EVM0032999	AT1G15410
EVM0033003	AT1G02040
EVM0033006	AT2G20725
EVM0033007	AT1G68000
EVM0033009	AT3G12360
EVM0033010	AT1G04555
EVM0033011	AT5G44000
EVM0033014	AT3G56460
EVM0033017	AT1G23790
EVM0033021	AT1G13380
EVM0033031	AT5G57090
EVM0033033	AT5G13210
EVM0033037	AT4G13510
EVM0033038	AT4G14410
EVM0033046	AT1G08500
EVM0033051	AT5G59240
EVM0033058	AT1G08610
EVM0033066	AT2G37040
EVM0033070	AT5G26680
EVM0033071	AT1G80840
EVM0033073	AT1G50710
EVM0033076	AT5G46940
EVM0033086	AT2G32710
EVM0033094	AT2G38840
EVM0033104	AT5G56000
EVM0033107	AT4G24900
EVM0033108	AT1G67120
EVM0033111	AT4G37750
EVM0033112	AT1G06550
EVM0033119	AT1G78580
EVM0033122	ATMG00860
EVM0033123	AT2G04570
EVM0033125	AT1G07590
EVM0033127	AT5G41770
EVM0033132	AT5G35980
EVM0033136	AT3G57340
EVM0033137	AT5G67030
EVM0033139	AT2G33810
EVM0033141	AT4G23980
EVM0033144	AT3G53500
EVM0033146	AT4G02780
EVM0033149	AT5G36120
EVM0033151	AT1G11930
EVM0033155	AT3G04840
EVM0033160	AT4G17510
EVM0033163	AT1G32230
EVM0033166	AT5G14990
EVM0033167	AT2G39690
EVM0033171	AT1G76190
EVM0033176	AT5G20500
EVM0033183	AT5G20420
EVM0033184	AT2G06530
EVM0033185	AT3G15355
EVM0033193	AT5G57700
EVM0033202	AT5G54130
EVM0033204	AT2G14260
EVM0033209	AT2G19740
EVM0033210	AT4G28880
EVM0033212	AT3G60460
EVM0033214	AT5G15390
EVM0033218	AT2G27370
EVM0033221	AT2G37660
EVM0033222	AT1G55535
EVM0033224	AT4G14660
EVM0033227	AT2G32380
EVM0033228	AT3G24740
EVM0033231	AT1G45474
EVM0033235	AT3G01320
EVM0033237	AT1G07040
EVM0033241	AT5G63400
EVM0033244	AT3G45770
EVM0033249	AT4G23490
EVM0033251	AT4G17980
EVM0033252	AT2G35720
EVM0033261	AT5G42180
EVM0033262	AT5G19420
EVM0033264	AT3G55510
EVM0033271	AT1G30580
EVM0033277	AT2G32170
