EVM0021012	GRMZM5G894156
EVM0004087	GRMZM2G001853
EVM0009249	GRMZM6G630632
EVM0032030	GRMZM2G009563
EVM0020489	GRMZM2G177005
EVM0017578	GRMZM2G423884
EVM0009049	GRMZM2G049041
EVM0035976	GRMZM2G315121
EVM0022295	GRMZM2G304010
EVM0017184	GRMZM5G867125
EVM0003764	GRMZM2G069511
EVM0032539	GRMZM2G165290
EVM0004308	GRMZM2G171254
EVM0004509	GRMZM2G368799
EVM0002089	GRMZM2G046459
EVM0026693	GRMZM2G007757
EVM0021716	GRMZM2G420801
EVM0004457	GRMZM2G001255
EVM0033155	GRMZM2G030915
EVM0003059	GRMZM2G144648
EVM0024613	GRMZM2G131554
EVM0023628	GRMZM2G016671
EVM0023757	GRMZM2G318849
EVM0004840	GRMZM2G312806
EVM0023421	GRMZM2G125507
EVM0003046	GRMZM2G059693
EVM0026026	GRMZM2G004768
EVM0006708	GRMZM2G019571
EVM0008389	GRMZM2G472376
EVM0020212	GRMZM2G159155
EVM0017700	GRMZM2G158175
EVM0010419	GRMZM2G149649
EVM0010816	GRMZM2G166507
EVM0018402	GRMZM2G130002
EVM0002835	GRMZM2G087787
EVM0015060	GRMZM2G438622
EVM0006007	GRMZM2G018275
EVM0029074	GRMZM2G050734
EVM0000206	GRMZM2G163189
EVM0005972	GRMZM2G063942
EVM0018811	GRMZM2G128399
EVM0036976	GRMZM2G014069
EVM0033479	GRMZM2G119546
EVM0022783	GRMZM2G440949
EVM0004239	GRMZM2G011136
EVM0007289	GRMZM2G149996
EVM0026601	GRMZM2G341957
EVM0018284	GRMZM2G059026
EVM0029617	GRMZM5G867512
EVM0023468	GRMZM2G107872
EVM0004060	GRMZM2G018595
EVM0036725	GRMZM2G313678
EVM0014788	GRMZM2G174568
EVM0003018	GRMZM2G135763
EVM0025767	GRMZM2G420121
EVM0019063	GRMZM2G020034
EVM0027408	GRMZM2G072034
EVM0012682	GRMZM2G084762
EVM0009786	GRMZM2G409407
EVM0031952	GRMZM2G092281
EVM0004506	GRMZM5G818101
EVM0020407	GRMZM2G038536
EVM0022363	GRMZM5G836424
EVM0016515	GRMZM2G038636
EVM0030129	GRMZM2G118005
EVM0013095	GRMZM2G473162
EVM0020772	GRMZM2G155077
EVM0006937	GRMZM2G023786
EVM0030822	GRMZM2G093119
EVM0021358	GRMZM2G120938
EVM0033412	GRMZM2G003682
EVM0017622	GRMZM2G048883
EVM0034625	GRMZM5G817551
EVM0017576	GRMZM2G139022
EVM0019777	GRMZM2G149837
EVM0015915	GRMZM2G458728
EVM0032887	GRMZM2G325643
EVM0015895	GRMZM2G024499
EVM0025700	GRMZM2G038281
EVM0036574	GRMZM2G064679
EVM0010156	GRMZM2G065532
EVM0034929	GRMZM2G163975
EVM0031149	GRMZM5G886096
EVM0022413	GRMZM2G060216
EVM0004467	GRMZM2G038165
EVM0005069	GRMZM2G123016
EVM0026810	GRMZM2G431306
EVM0034592	GRMZM2G370155
EVM0020689	GRMZM6G799230
EVM0007336	GRMZM2G025242
EVM0020029	GRMZM2G157197
EVM0025105	AC225147.4
EVM0011673	GRMZM2G174671
EVM0000965	GRMZM2G061096
EVM0028470	GRMZM2G451224
EVM0035296	GRMZM2G164735
EVM0024734	GRMZM2G479885
EVM0032096	GRMZM2G449033
EVM0029107	GRMZM2G459532
EVM0025366	GRMZM2G143165
EVM0014164	GRMZM2G428579
EVM0036116	GRMZM2G110192
EVM0019932	GRMZM2G003869
EVM0018008	GRMZM2G115660
EVM0027224	GRMZM2G173641
EVM0027978	GRMZM2G064804
EVM0031903	GRMZM2G141084
EVM0021740	GRMZM2G454980
EVM0019488	GRMZM2G067183
EVM0028279	GRMZM2G004880
EVM0020893	GRMZM2G011070
EVM0014173	GRMZM2G088261
EVM0028882	GRMZM5G812926
EVM0032211	GRMZM2G018786
EVM0033137	GRMZM2G127139
EVM0027696	GRMZM2G032496
EVM0032532	GRMZM2G046574
EVM0035091	GRMZM2G099005
EVM0002458	GRMZM2G012992
EVM0012247	GRMZM2G116634
EVM0009511	GRMZM2G018044
EVM0013938	GRMZM2G031529
EVM0035432	GRMZM2G075027
EVM0016707	GRMZM2G338376
EVM0028945	GRMZM2G000660
EVM0031040	GRMZM2G157061
EVM0012621	GRMZM2G440543
EVM0005766	GRMZM2G004396
EVM0025446	GRMZM2G107092
EVM0004402	GRMZM2G134270
EVM0011696	GRMZM2G021742
EVM0035220	GRMZM2G168335
EVM0028328	GRMZM2G030583
EVM0021113	GRMZM2G141219
EVM0007185	GRMZM2G142757
EVM0020554	GRMZM5G821637
EVM0022639	GRMZM2G406977
EVM0032260	GRMZM2G468132
EVM0014783	GRMZM2G085086
EVM0029196	GRMZM2G014977
EVM0033377	GRMZM2G154946
EVM0012587	GRMZM2G134947
EVM0025314	GRMZM2G053946
EVM0001435	GRMZM2G124553
EVM0004016	GRMZM5G809078
EVM0027420	GRMZM2G168449
EVM0003897	GRMZM2G312838
EVM0019359	GRMZM2G117298
EVM0014719	GRMZM2G063263
EVM0020172	GRMZM2G139369
EVM0027992	GRMZM2G053934
EVM0033613	GRMZM2G405368
EVM0034715	GRMZM2G015126
EVM0034671	AC233901.1
EVM0021224	GRMZM2G017831
EVM0027469	GRMZM2G162486
EVM0011188	GRMZM2G120373
EVM0018426	GRMZM2G399858
EVM0031563	GRMZM2G077797
EVM0019849	GRMZM5G862955
EVM0022714	GRMZM2G347767
EVM0012795	GRMZM2G473533
EVM0027025	GRMZM2G022799
EVM0017012	GRMZM2G466044
EVM0011036	AC212112.4
EVM0018388	GRMZM2G136106
EVM0003151	GRMZM5G820727
EVM0002698	GRMZM2G074549
EVM0011614	GRMZM2G149808
EVM0004072	GRMZM2G113682
EVM0021515	GRMZM2G070605
EVM0031513	GRMZM2G032160
EVM0034417	GRMZM2G160174
EVM0021900	GRMZM2G167613
EVM0027595	GRMZM2G029716
EVM0030290	GRMZM2G157246
EVM0034285	GRMZM2G035103
EVM0018934	GRMZM5G862109
EVM0028839	GRMZM2G358618
EVM0031875	GRMZM2G155384
EVM0034781	GRMZM2G099207
EVM0028369	GRMZM5G873917
EVM0032111	GRMZM2G096389
EVM0009955	GRMZM2G097768
EVM0014660	GRMZM2G375517
EVM0028069	GRMZM2G090105
EVM0027123	GRMZM2G056786
EVM0000225	GRMZM2G098088
EVM0028914	GRMZM2G170982
EVM0029178	GRMZM2G090104
EVM0003232	GRMZM2G014106
EVM0034393	GRMZM2G025171
EVM0000026	GRMZM2G138425
EVM0016191	GRMZM2G068984
EVM0020254	AC204292.4
EVM0032619	AC205703.4
EVM0005470	GRMZM2G471357
EVM0012035	GRMZM2G128590
EVM0031458	GRMZM2G119517
EVM0007079	GRMZM2G063775
EVM0003455	GRMZM2G300709
EVM0001004	GRMZM2G136455
EVM0026897	AC206941.2
EVM0009365	GRMZM2G093254
EVM0034468	AC205703.4
EVM0033635	GRMZM2G088834
EVM0015498	GRMZM2G432738
EVM0008184	GRMZM2G012654
EVM0027451	GRMZM2G049429
EVM0008740	GRMZM2G408242
EVM0036928	GRMZM2G003172
EVM0013415	GRMZM2G109009
EVM0004246	GRMZM5G843368
EVM0023055	GRMZM2G082199
EVM0003688	GRMZM2G404056
EVM0004786	GRMZM2G035821
EVM0026474	GRMZM2G155285
EVM0013317	GRMZM2G078274
EVM0015387	GRMZM2G329636
EVM0002230	GRMZM2G427073
EVM0012918	GRMZM5G891739
EVM0016651	GRMZM2G116908
EVM0017941	GRMZM2G093858
EVM0008946	GRMZM5G817182
EVM0001644	GRMZM2G359322
EVM0024726	GRMZM2G125495
EVM0016832	GRMZM2G412229
EVM0027130	GRMZM2G061702
EVM0002791	GRMZM2G073928
EVM0006570	GRMZM2G097995
EVM0027429	GRMZM2G024563
EVM0025460	GRMZM2G150030
EVM0011291	GRMZM5G808737
EVM0029173	GRMZM5G890451
EVM0011081	GRMZM2G055667
EVM0031880	GRMZM2G145034
EVM0031674	GRMZM2G158024
EVM0004052	GRMZM2G169160
EVM0030717	GRMZM5G815894
EVM0029348	GRMZM2G058584
EVM0012258	GRMZM2G003563
EVM0028284	GRMZM5G886044
EVM0011444	GRMZM2G099036
EVM0014895	GRMZM5G839794
EVM0012852	AC217358.3
EVM0034603	GRMZM2G173536
EVM0026272	GRMZM2G053554
EVM0036325	GRMZM2G168913
EVM0021925	GRMZM2G074393
EVM0011649	GRMZM5G861678
EVM0003766	GRMZM2G056039
EVM0030338	GRMZM2G020775
EVM0012818	GRMZM2G045704
EVM0017680	GRMZM2G137421
EVM0031991	GRMZM2G076423
EVM0006186	GRMZM2G131912
EVM0003971	GRMZM2G076962
EVM0001054	GRMZM5G891280
EVM0031735	GRMZM2G171187
EVM0033185	GRMZM2G027546
EVM0013743	GRMZM2G078895
EVM0009115	GRMZM2G106945
EVM0021809	GRMZM2G091560
EVM0014598	GRMZM2G135300
EVM0023404	GRMZM2G180471
EVM0022816	GRMZM2G013814
EVM0031890	GRMZM2G099678
EVM0001236	GRMZM2G026855
EVM0020591	GRMZM2G382557
EVM0018557	GRMZM2G139374
EVM0032486	GRMZM2G053921
EVM0020962	GRMZM2G107737
EVM0003252	GRMZM2G000936
EVM0034004	GRMZM2G130634
EVM0021138	GRMZM2G082512
EVM0014878	GRMZM2G111309
EVM0014296	GRMZM2G085691
EVM0012983	GRMZM2G385543
EVM0021379	GRMZM2G154621
EVM0021546	GRMZM2G008751
EVM0028760	GRMZM2G406672
EVM0029605	GRMZM2G151549
EVM0034454	GRMZM2G041930
EVM0034336	GRMZM2G002910
EVM0000282	GRMZM2G016236
EVM0020751	GRMZM2G133959
EVM0037050	GRMZM2G066612
EVM0032854	GRMZM2G469012
EVM0014834	GRMZM2G434715
EVM0001514	GRMZM2G178279
EVM0005081	GRMZM5G846343
EVM0032981	GRMZM2G001652
EVM0002910	GRMZM2G059703
EVM0032781	GRMZM2G339907
EVM0005468	GRMZM2G106408
EVM0031387	GRMZM2G424857
EVM0028261	GRMZM2G107984
EVM0030135	GRMZM2G107556
EVM0007966	GRMZM5G874448
EVM0034768	GRMZM2G123140
EVM0003604	GRMZM2G021687
EVM0009740	GRMZM2G041959
EVM0005771	GRMZM2G169699
EVM0033979	GRMZM2G054465
EVM0004177	GRMZM2G082264
EVM0007275	GRMZM2G148702
EVM0022743	GRMZM2G131516
EVM0024138	GRMZM2G453388
EVM0014594	GRMZM2G070659
EVM0030840	GRMZM2G083081
EVM0010213	GRMZM2G100321
EVM0010081	GRMZM2G457415
EVM0026636	GRMZM2G082376
EVM0037079	GRMZM2G005622
EVM0010545	GRMZM2G045716
EVM0035594	GRMZM2G133943
EVM0012651	GRMZM2G125356
EVM0017572	GRMZM2G015972
EVM0020601	GRMZM2G038243
EVM0017570	GRMZM2G015588
EVM0031940	GRMZM2G096764
EVM0007644	GRMZM2G178917
EVM0025287	GRMZM2G172410
EVM0033526	GRMZM2G090647
EVM0033728	GRMZM5G891209
EVM0018461	GRMZM2G019411
EVM0024349	GRMZM2G379021
EVM0022401	GRMZM2G074278
EVM0009807	GRMZM2G135400
EVM0001162	GRMZM2G067919
EVM0022879	GRMZM2G142249
EVM0027528	AC190688.3
EVM0014186	GRMZM2G008263
EVM0006733	GRMZM5G884432
EVM0007204	GRMZM2G401869
EVM0022059	GRMZM2G038494
EVM0015792	GRMZM2G300375
EVM0010030	GRMZM2G098667
EVM0020348	GRMZM2G107774
EVM0032907	GRMZM2G017536
EVM0017277	GRMZM5G856598
EVM0031535	AC199526.5
EVM0034223	GRMZM2G120575
EVM0020247	GRMZM2G063975
EVM0017924	GRMZM2G165099
EVM0016227	GRMZM2G316778
EVM0015809	GRMZM2G059565
EVM0014112	GRMZM2G009326
EVM0009873	GRMZM2G459864
EVM0004602	GRMZM2G018103
EVM0024605	GRMZM2G045128
EVM0033421	GRMZM5G860469
EVM0016535	GRMZM2G054522
EVM0025462	GRMZM2G139533
EVM0029193	GRMZM2G022921
EVM0016203	GRMZM2G409893
EVM0015404	GRMZM2G169636
EVM0023006	GRMZM2G007157
EVM0026368	GRMZM2G038931
EVM0006865	GRMZM2G090837
EVM0026939	GRMZM2G127147
EVM0021835	GRMZM2G132753
EVM0019431	GRMZM2G074514
EVM0019130	GRMZM5G839924
EVM0028469	GRMZM2G361066
EVM0011755	GRMZM2G178371
EVM0008619	GRMZM2G368206
EVM0003873	GRMZM2G042231
EVM0036068	GRMZM2G038519
EVM0019128	GRMZM2G426125
EVM0006459	GRMZM2G127350
EVM0018115	GRMZM2G161566
EVM0007270	GRMZM2G016892
EVM0013483	GRMZM5G861077
EVM0016810	GRMZM2G504906
EVM0020166	GRMZM2G377168
EVM0016766	AC225718.2
EVM0005638	GRMZM2G109674
EVM0009957	GRMZM2G444748
EVM0009469	GRMZM2G178892
EVM0017094	GRMZM2G125935
EVM0009844	GRMZM2G077463
EVM0014117	GRMZM2G324705
EVM0020267	GRMZM2G167986
EVM0001714	GRMZM2G132169
EVM0012773	GRMZM2G467339
EVM0026172	GRMZM2G362557
EVM0022897	GRMZM2G146490
EVM0018925	GRMZM2G336065
EVM0028093	GRMZM2G115000
EVM0036768	GRMZM5G890843
EVM0013835	GRMZM2G180979
EVM0002211	GRMZM2G163129
EVM0021057	GRMZM2G064630
EVM0013217	GRMZM2G394450
EVM0019307	GRMZM2G124524
EVM0036893	GRMZM2G023983
EVM0007662	GRMZM2G016088
EVM0009284	GRMZM2G042855
EVM0014585	GRMZM2G041015
EVM0031340	GRMZM2G176519
EVM0021945	GRMZM2G178398
EVM0008677	GRMZM2G156543
EVM0012103	GRMZM2G345840
EVM0035751	GRMZM2G059618
EVM0033241	GRMZM2G086882
EVM0009966	GRMZM2G153815
EVM0001108	GRMZM2G591605
EVM0016302	GRMZM2G117609
EVM0001524	GRMZM2G538064
EVM0012498	GRMZM2G032280
EVM0015857	GRMZM2G131969
EVM0000323	GRMZM2G169326
EVM0011711	GRMZM2G153754
EVM0006657	GRMZM2G094452
EVM0012422	GRMZM2G044460
EVM0025647	GRMZM2G038252
EVM0030062	GRMZM2G013892
EVM0034611	GRMZM2G160032
EVM0025806	AC149475.2
EVM0023216	GRMZM2G301089
EVM0009630	GRMZM2G381086
EVM0024104	GRMZM2G129973
EVM0032044	GRMZM2G057852
EVM0002882	GRMZM2G421500
EVM0015721	GRMZM2G309950
EVM0029734	GRMZM5G867390
EVM0034580	GRMZM2G047705
EVM0010694	GRMZM2G054936
EVM0014215	GRMZM2G044581
EVM0031021	GRMZM2G467640
EVM0002119	GRMZM2G346278
EVM0028926	GRMZM2G123807
EVM0026450	GRMZM2G427067
EVM0023932	GRMZM2G469795
EVM0011991	GRMZM2G068024
EVM0006694	GRMZM2G413044
EVM0004807	GRMZM2G366142
EVM0036859	GRMZM2G020974
EVM0013486	GRMZM2G173162
EVM0001617	GRMZM2G131749
EVM0036295	GRMZM2G320023
EVM0002292	GRMZM2G123503
EVM0026418	GRMZM2G138097
EVM0001565	GRMZM2G016210
EVM0004632	GRMZM2G389379
EVM0011902	GRMZM2G139041
EVM0005845	GRMZM2G159581
EVM0030388	GRMZM2G064605
EVM0000018	GRMZM2G474929
EVM0015877	GRMZM2G031802
EVM0011078	GRMZM2G106928
EVM0022273	GRMZM2G100380
EVM0000880	GRMZM2G012391
EVM0004947	GRMZM2G315127
EVM0032312	GRMZM2G017299
EVM0016500	GRMZM2G024730
EVM0001609	GRMZM2G411786
EVM0006047	GRMZM5G877941
EVM0015990	GRMZM2G171478
EVM0017010	GRMZM2G137704
EVM0024643	GRMZM2G154747
EVM0003300	GRMZM2G086964
EVM0033392	GRMZM2G085833
EVM0000564	GRMZM5G851815
EVM0010906	GRMZM2G468495
EVM0030577	GRMZM2G044247
EVM0010012	GRMZM2G084046
EVM0011866	GRMZM2G111511
EVM0013263	GRMZM2G173315
EVM0033545	GRMZM2G477694
EVM0028289	GRMZM5G889999
EVM0034319	GRMZM2G326328
EVM0001546	AC230013.2
EVM0027608	GRMZM2G060061
EVM0011066	GRMZM2G307588
EVM0003592	GRMZM2G091481
EVM0035413	GRMZM2G331250
EVM0005555	AC234171.1
EVM0000274	GRMZM5G862817
EVM0010689	GRMZM2G122251
EVM0001461	GRMZM2G114861
EVM0015279	GRMZM2G003354
EVM0006965	GRMZM2G089136
EVM0006387	GRMZM5G835323
EVM0009382	GRMZM5G871143
EVM0036984	GRMZM2G062420
EVM0001716	GRMZM2G020484
EVM0023813	GRMZM2G018782
EVM0001503	GRMZM2G012874
EVM0015921	GRMZM2G099045
EVM0001483	GRMZM2G135691
EVM0015881	GRMZM2G447857
EVM0013354	GRMZM2G013617
EVM0016166	GRMZM2G074543
EVM0002140	GRMZM2G171022
EVM0024892	GRMZM2G341216
EVM0022454	GRMZM2G014836
EVM0002240	GRMZM2G052328
EVM0034645	GRMZM5G812289
EVM0022837	GRMZM2G158789
EVM0006761	GRMZM2G151536
EVM0034349	GRMZM2G457178
EVM0008157	GRMZM2G133952
EVM0003644	GRMZM2G037131
EVM0031219	GRMZM2G148896
EVM0031775	GRMZM2G132903
EVM0023938	GRMZM2G060870
EVM0024469	GRMZM2G036921
EVM0003011	GRMZM2G017349
EVM0007530	GRMZM2G164854
EVM0013335	GRMZM2G006287
EVM0004069	GRMZM2G087712
EVM0022634	GRMZM2G155312
EVM0025204	GRMZM2G027437
EVM0013994	GRMZM2G076034
EVM0000948	GRMZM2G134279
EVM0024533	GRMZM2G115198
EVM0037388	GRMZM2G108463
EVM0003840	GRMZM2G151962
EVM0011745	GRMZM2G084181
EVM0007796	GRMZM2G107362
EVM0017023	GRMZM2G466545
EVM0037323	GRMZM2G142217
EVM0020979	GRMZM2G063693
EVM0011791	GRMZM2G456603
EVM0004544	GRMZM2G102596
EVM0029239	GRMZM2G061969
EVM0012439	GRMZM2G104118
EVM0019461	GRMZM2G107540
EVM0012106	GRMZM2G030408
EVM0006020	GRMZM2G049641
EVM0015880	GRMZM2G112659
EVM0032982	GRMZM2G436986
EVM0009141	GRMZM2G082346
EVM0025882	GRMZM2G022229
EVM0010868	GRMZM2G409430
EVM0032072	GRMZM2G001088
EVM0013787	GRMZM2G042250
EVM0028981	GRMZM2G088212
EVM0032789	GRMZM2G024260
EVM0023358	GRMZM2G173633
EVM0035913	GRMZM2G046348
EVM0000917	GRMZM2G089466
EVM0026438	GRMZM2G129304
EVM0037089	GRMZM2G090719
EVM0027677	GRMZM2G172891
EVM0024305	GRMZM2G173309
EVM0023617	GRMZM2G060561
EVM0001129	GRMZM2G131177
EVM0013822	GRMZM2G020091
EVM0009839	GRMZM2G173647
EVM0003668	GRMZM2G152549
EVM0020692	GRMZM2G025409
EVM0027909	GRMZM2G095302
EVM0032601	GRMZM2G071599
EVM0032757	AC225308.2
EVM0005698	GRMZM2G061187
EVM0009903	AC149475.2
EVM0022224	GRMZM2G009019
EVM0025290	AC207728.2
EVM0003933	GRMZM2G148098
EVM0031705	GRMZM2G017405
EVM0018053	GRMZM2G076562
EVM0025745	GRMZM2G065822
EVM0014379	GRMZM2G044697
EVM0006732	AC198353.5
EVM0016771	GRMZM2G111906
EVM0008589	GRMZM2G077490
EVM0024354	GRMZM2G399677
EVM0001696	GRMZM2G313101
EVM0015318	GRMZM2G010468
EVM0009820	GRMZM2G028007
EVM0005342	GRMZM2G067080
EVM0033927	GRMZM2G025611
EVM0034028	GRMZM2G141873
EVM0027011	GRMZM2G157027
EVM0019049	GRMZM2G160614
EVM0011327	GRMZM2G176910
EVM0006271	GRMZM2G394212
EVM0004692	GRMZM2G102915
EVM0016127	GRMZM2G083328
EVM0005494	GRMZM2G098187
EVM0021511	GRMZM2G359298
EVM0000627	GRMZM2G005753
EVM0007743	GRMZM2G125494
EVM0003299	GRMZM2G702806
EVM0034891	GRMZM2G310569
EVM0035699	GRMZM2G087323
EVM0008560	GRMZM2G563190
EVM0002461	GRMZM2G079263
EVM0010476	GRMZM2G405503
EVM0004803	GRMZM2G380195
EVM0000307	GRMZM2G119482
EVM0034538	GRMZM2G063438
EVM0033618	GRMZM2G157018
EVM0027467	GRMZM2G095541
EVM0010279	GRMZM2G475536
EVM0021811	GRMZM2G381441
EVM0015885	GRMZM2G430685
EVM0001610	GRMZM2G092379
EVM0028016	GRMZM2G063899
EVM0014320	GRMZM2G096470
EVM0034189	GRMZM2G106906
EVM0034162	GRMZM2G032505
EVM0025479	GRMZM2G005849
EVM0007007	GRMZM2G046537
EVM0016732	GRMZM2G110198
EVM0030975	GRMZM2G109431
EVM0015513	GRMZM2G074956
EVM0025042	GRMZM2G354804
EVM0015087	GRMZM2G057436
EVM0011074	AC216731.3
EVM0026325	GRMZM2G012999
EVM0000925	GRMZM2G060857
EVM0011899	AC233893.1
EVM0001853	GRMZM2G160149
EVM0011056	GRMZM2G001930
EVM0003223	GRMZM2G021710
EVM0035027	GRMZM2G038301
EVM0007927	GRMZM2G051613
EVM0014347	GRMZM2G023239
EVM0010938	GRMZM2G121785
EVM0007788	GRMZM2G480171
EVM0004486	GRMZM2G064657
EVM0030864	GRMZM2G090300
EVM0001810	GRMZM2G137715
EVM0036484	GRMZM2G158575
EVM0031329	GRMZM2G086994
EVM0021685	GRMZM2G055917
EVM0016410	GRMZM2G157241
EVM0015398	GRMZM2G321753
EVM0031062	GRMZM2G128485
EVM0028756	GRMZM2G147623
EVM0021421	GRMZM2G018721
EVM0001485	GRMZM2G030122
EVM0009818	GRMZM2G086648
EVM0002751	GRMZM2G057554
EVM0021376	GRMZM2G361693
EVM0005529	GRMZM2G019686
EVM0022370	GRMZM2G054020
EVM0000799	GRMZM2G024348
EVM0006389	GRMZM2G154904
EVM0027076	GRMZM2G096682
EVM0017390	AC209208.3
EVM0012903	GRMZM2G465053
EVM0016911	GRMZM2G320708
EVM0013261	GRMZM2G033649
EVM0030694	GRMZM2G091124
EVM0027747	GRMZM2G157462
EVM0027631	GRMZM2G031718
EVM0020341	GRMZM2G076387
EVM0026789	GRMZM2G082664
EVM0012075	GRMZM2G042623
EVM0005632	GRMZM2G479249
EVM0037121	GRMZM2G019673
EVM0017426	GRMZM2G020721
EVM0004879	GRMZM2G167669
EVM0035666	GRMZM2G033491
EVM0021359	GRMZM5G871336
EVM0025270	GRMZM2G078887
EVM0010011	GRMZM2G395736
EVM0008531	GRMZM2G422750
EVM0033945	GRMZM2G114748
EVM0022742	GRMZM2G140998
EVM0032100	GRMZM2G171852
EVM0013786	GRMZM2G089086
EVM0016142	GRMZM2G007038
EVM0029787	GRMZM2G123585
EVM0029361	GRMZM2G100815
EVM0004344	GRMZM2G118241
EVM0001242	GRMZM2G002699
EVM0021157	GRMZM2G098712
EVM0020570	GRMZM2G325575
EVM0011103	GRMZM2G125531
EVM0011916	GRMZM2G022279
EVM0017476	GRMZM2G157157
EVM0005319	GRMZM2G044027
EVM0021203	GRMZM2G072682
EVM0025271	GRMZM2G118104
EVM0022092	GRMZM2G057571
EVM0029402	GRMZM2G151905
EVM0007484	GRMZM2G165966
EVM0005027	GRMZM2G075582
EVM0009964	GRMZM2G047018
EVM0018704	GRMZM2G174975
EVM0018898	GRMZM2G071790
EVM0024032	GRMZM2G079832
EVM0000667	GRMZM2G329181
EVM0031347	GRMZM2G071768
EVM0000713	GRMZM2G038412
EVM0018201	GRMZM2G003750
EVM0003276	GRMZM5G887054
EVM0011879	GRMZM2G031022
EVM0003219	GRMZM2G009009
EVM0033812	GRMZM2G113158
EVM0010733	GRMZM2G173684
EVM0006061	GRMZM2G431309
EVM0008323	GRMZM2G079653
EVM0034826	GRMZM2G074857
EVM0017120	GRMZM2G024533
EVM0025829	AC230021.2
EVM0016664	GRMZM2G022897
EVM0023909	GRMZM2G170699
EVM0012128	GRMZM2G352234
EVM0011315	GRMZM6G007923
EVM0028042	GRMZM2G134235
EVM0009158	GRMZM2G002297
EVM0013097	GRMZM5G890820
EVM0011391	GRMZM2G146228
EVM0005410	GRMZM5G898647
EVM0003035	GRMZM2G046101
EVM0030749	GRMZM2G057026
EVM0018662	GRMZM2G128969
EVM0002359	GRMZM2G148633
EVM0023080	GRMZM2G103662
EVM0021837	GRMZM2G054056
EVM0001288	GRMZM2G132628
EVM0009729	GRMZM2G066290
EVM0005502	GRMZM2G116190
EVM0029408	GRMZM2G124416
EVM0002441	GRMZM2G162616
EVM0013677	GRMZM2G052088
EVM0000405	GRMZM2G125832
EVM0034452	GRMZM2G366520
EVM0036455	GRMZM2G465333
EVM0006710	GRMZM2G071162
EVM0002017	GRMZM2G082613
EVM0022035	GRMZM2G014709
EVM0007899	GRMZM2G154766
EVM0000960	GRMZM2G139680
EVM0014337	GRMZM5G814310
EVM0025733	AC204515.4
EVM0031392	GRMZM2G116258
EVM0024078	GRMZM2G090542
EVM0011158	GRMZM2G144008
EVM0034153	GRMZM2G175218
EVM0033589	AC211357.4
EVM0024608	GRMZM2G319357
EVM0033094	GRMZM2G305254
EVM0028314	GRMZM2G020898
EVM0022246	GRMZM2G043117
EVM0029165	GRMZM2G156824
EVM0004543	GRMZM2G028902
EVM0017270	GRMZM5G860590
EVM0017667	GRMZM2G072506
EVM0017115	GRMZM2G138814
EVM0002262	GRMZM2G034183
EVM0017970	GRMZM2G153725
EVM0033832	GRMZM2G440537
EVM0016992	GRMZM2G172376
EVM0011328	GRMZM2G014452
EVM0016830	GRMZM2G372398
EVM0002862	GRMZM2G020148
EVM0033014	GRMZM2G091302
EVM0013497	GRMZM2G092813
EVM0022199	GRMZM2G095782
EVM0031272	GRMZM2G002023
EVM0027358	GRMZM2G177026
EVM0034596	GRMZM2G004352
EVM0012588	GRMZM2G163138
EVM0018246	GRMZM2G123886
EVM0013288	GRMZM2G321725
EVM0031577	GRMZM2G059010
EVM0031753	GRMZM2G005346
EVM0028696	GRMZM2G125271
EVM0017187	GRMZM2G086464
EVM0023681	GRMZM2G399970
EVM0030435	GRMZM2G064390
EVM0029964	GRMZM2G171588
EVM0001000	GRMZM2G327394
EVM0021714	GRMZM2G139882
EVM0011826	GRMZM2G162388
EVM0005599	GRMZM2G179689
EVM0006807	GRMZM2G447433
EVM0025618	GRMZM2G018447
EVM0029236	GRMZM2G015238
EVM0016637	GRMZM2G115875
EVM0020767	GRMZM2G108023
EVM0017646	GRMZM2G052336
EVM0012843	GRMZM2G465226
EVM0002035	GRMZM2G149138
EVM0028843	GRMZM2G013765
EVM0027279	GRMZM2G396248
EVM0004149	GRMZM2G165963
EVM0034732	GRMZM2G134625
EVM0016070	GRMZM2G017081
EVM0032667	GRMZM2G347541
EVM0008317	GRMZM2G132847
EVM0020814	GRMZM2G131961
EVM0006884	GRMZM2G110412
EVM0028717	GRMZM2G049364
EVM0010303	GRMZM2G351454
EVM0011782	GRMZM2G081622
EVM0001266	GRMZM2G002100
EVM0023814	GRMZM2G424147
EVM0024395	GRMZM2G353103
EVM0010817	GRMZM2G112149
EVM0001814	GRMZM2G180422
EVM0023041	GRMZM5G847466
EVM0020450	GRMZM2G047815
EVM0005574	GRMZM2G021319
EVM0026986	GRMZM2G079949
EVM0014859	GRMZM2G148769
EVM0032636	GRMZM2G456570
EVM0010994	GRMZM2G095915
EVM0034286	GRMZM2G005281
EVM0034573	GRMZM2G085392
EVM0009892	GRMZM2G318956
EVM0027293	GRMZM2G450825
EVM0001298	GRMZM2G057853
EVM0006166	GRMZM2G050166
EVM0007598	GRMZM2G176688
EVM0008177	GRMZM2G047607
EVM0024497	GRMZM2G394827
EVM0027449	GRMZM2G061230
EVM0011214	GRMZM2G010664
EVM0011171	GRMZM2G306255
EVM0035201	GRMZM2G043277
EVM0022482	GRMZM2G004784
EVM0005280	GRMZM2G430710
EVM0026731	GRMZM2G048363
EVM0000738	GRMZM2G357034
EVM0012276	GRMZM2G416622
EVM0003988	GRMZM2G165137
EVM0035521	GRMZM2G028643
EVM0000147	GRMZM2G177263
